Round to 0.0001,137.15733809073765,0.97276,1.0
Round to 0.001,139.98679810365041,0.97872,1.0
Round to 0.01,101.32991109689077,0.97412,1.0
Round to 0.1,192.39781854947407,0.97328,1.0
Round to 1,211.3081341822942,0.92092,1.0
