All features,159.06387599309286,0.97732,1.0
Only hands,98.7465241710345,0.95924,1.0
Only hand rotations,149.50997301340104,0.93652,1.0
Only left hand rotations,73.63658437728881,0.92208,1.0
Only left hand rotational magnitude,84.23545405864715,0.82,1.0
